GPU 1 UTIL,GPU 1 SCLK,GPU 1 MCLK,GPU 1 TEMP,GPU 1 Hotspot,GPU 1 PWR,GPU VRAM 1 UTIL,FPS,CPU UTIL,RAM UTIL,CPU FREQUENCY,CPU VOLTAGE,CPU TEMPERATURE,CPU POWER
99,2167,1990,75,94,280,4217,69.000,3.26,10.76,3.586,1.356,73.554,43.976
99,2185,1988,74,94,281,4217,60.000,3.74,10.76,3.691,1.357,74.531,45.386
99,2182,1988,74,94,280,4217,56.000,0.84,10.76,4.139,1.358,75.891,48.662
99,2195,1988,74,93,280,4217,56.000,3.84,10.75,4.508,1.358,77.607,50.727
96,2206,1988,74,94,281,4217,54.000,3.48,10.76,4.329,1.357,77.857,51.205
96,2206,1988,74,94,281,4218,52.000,0.51,10.75,4.476,1.357,78.515,51.159
92,2161,1986,74,94,282,4218,53.000,3.58,10.76,4.205,1.357,77.849,50.239
98,2187,1988,74,94,281,4218,53.000,4.11,10.75,4.180,1.357,78.510,51.305
95,2185,1988,75,94,281,4218,53.000,2.06,10.76,4.189,1.356,78.690,50.712
88,2100,1990,75,95,280,4219,52.000,3.43,10.75,4.341,1.354,79.235,51.776
97,2163,1988,74,93,280,4219,55.000,4.56,10.75,4.196,1.356,78.909,51.432
98,2168,1988,75,93,280,4219,55.000,0.28,10.75,4.360,1.355,79.595,52.852
99,2187,1988,74,94,280,4219,54.000,4.77,10.75,4.311,1.355,79.597,52.874
99,2182,1990,76,93,281,4219,55.000,4.09,10.75,4.332,1.355,79.660,52.045
95,2156,1988,75,95,282,4219,58.000,1.98,10.75,4.139,1.355,78.956,51.709
69,1817,1982,74,91,256,4219,59.000,3.64,10.75,4.169,1.357,78.697,51.215
72,1827,1980,72,90,241,4219,60.000,3.74,10.75,4.167,1.358,77.599,49.071
71,1847,1982,73,89,234,4220,60.000,0.89,10.75,4.147,1.358,77.519,48.833
72,1862,1982,72,90,236,4223,58.000,4.20,10.75,4.275,1.358,77.348,48.842
71,1888,1974,73,88,247,4223,56.000,4.08,10.75,4.200,1.359,77.508,48.386
77,1980,1980,72,88,243,4223,53.000,2.76,10.75,4.275,1.358,77.778,49.919
59,1737,1982,74,89,242,4223,54.000,0.99,10.75,4.364,1.357,78.300,50.795
74,1920,1982,73,88,237,4223,53.000,3.70,10.75,4.387,1.357,78.274,51.152
79,1998,1982,73,88,243,4223,51.000,3.17,10.75,4.211,1.357,78.355,50.517
79,1999,1984,73,88,245,4224,49.000,1.75,10.75,4.180,1.357,78.163,50.097
