GPU 1 UTIL,GPU 1 SCLK,GPU 1 MCLK,GPU 1 TEMP,GPU 1 Hotspot,GPU 1 PWR,GPU VRAM 1 UTIL,FPS,CPU UTIL,RAM UTIL,CPU FREQUENCY,CPU VOLTAGE,CPU TEMPERATURE,CPU POWER
99,2212,1988,70,89,280,4943,100.000,0.54,11.89,3.905,1.373,71.932,51.353
99,2213,1988,69,88,281,4943,99.000,2.96,11.89,3.812,1.374,70.699,49.460
99,2216,1988,69,88,280,4943,99.000,3.93,11.89,3.887,1.374,70.876,50.318
99,2213,1988,70,90,280,4943,102.000,1.26,11.89,3.733,1.371,70.325,49.831
99,2218,1988,70,88,281,4943,104.000,3.70,11.89,3.879,1.373,71.301,51.042
99,2226,1990,69,88,281,4943,103.000,4.20,11.89,3.738,1.373,71.264,51.443
99,2225,1988,70,88,281,4943,100.000,2.99,11.89,3.885,1.370,71.355,50.412
99,2232,1988,70,88,281,4943,92.000,3.37,11.89,4.261,1.374,73.574,53.589
99,2214,1988,69,88,281,4943,96.000,2.90,11.89,4.310,1.366,73.667,52.377
91,2211,1988,70,88,281,4943,98.000,3.32,11.89,4.111,1.370,73.339,51.666
90,2217,1986,69,88,280,4943,99.000,1.96,11.89,3.863,1.366,73.503,51.575
75,1942,1984,70,88,272,4943,90.000,4.60,11.89,3.719,1.366,72.854,51.733
99,2225,1988,70,88,281,4943,93.000,3.36,11.89,3.876,1.365,73.218,51.893
96,2265,1988,70,87,280,4943,96.000,2.95,11.89,3.985,1.369,74.232,52.405
99,2259,1990,70,87,280,4943,97.000,3.28,11.89,4.252,1.358,74.737,55.115
99,2254,1988,70,87,281,4943,98.000,5.54,11.89,4.050,1.363,74.462,52.915
99,2239,1988,71,90,281,4943,97.000,4.05,11.89,3.904,1.362,74.095,52.538
99,2224,1988,70,87,280,4943,97.000,3.00,11.89,3.911,1.362,74.419,53.215
99,2211,1990,70,88,281,4943,98.000,3.94,11.89,3.713,1.365,73.116,51.750
99,2206,1988,71,88,280,4943,87.000,4.28,11.89,3.693,1.361,73.047,51.915
99,2196,1988,71,89,280,4943,80.000,1.03,11.89,3.624,1.365,72.069,48.941
99,2193,1988,70,88,280,4943,79.000,4.19,11.89,4.613,1.334,71.503,57.483
99,2201,1988,71,88,280,4943,78.000,3.39,11.89,3.302,1.361,70.524,46.166
99,2216,1990,71,88,280,4943,79.000,3.79,11.89,3.385,1.359,70.324,45.560
99,2227,1988,71,88,281,4943,69.000,1.47,11.89,3.399,1.366,70.512,46.896
98,2262,1990,71,90,280,4945,56.000,3.72,11.89,3.547,1.362,70.846,47.448
99,2230,1988,71,88,280,4946,59.000,4.11,11.89,3.978,1.366,73.154,52.947
99,2231,1988,71,88,280,4946,63.000,0.00,11.88,4.167,1.366,73.838,53.988
99,2212,1988,71,91,280,4946,63.000,3.22,11.89,5.402,1.368,72.944,60.759
98,2216,1990,71,89,280,4946,61.000,3.95,11.89,4.189,1.367,73.879,53.833
99,2218,1988,71,90,281,4946,63.000,0.00,11.89,4.066,1.367,73.577,52.785
97,2237,1988,71,90,281,4946,62.000,3.06,11.89,4.031,1.366,73.907,53.826
96,2234,1990,71,89,281,4946,64.000,4.54,11.89,3.945,1.367,73.313,52.437
94,2223,1986,71,90,281,4946,63.000,3.60,11.88,4.206,1.367,73.250,53.010
92,2213,1990,71,90,282,4946,64.000,2.73,11.89,4.122,1.367,72.800,52.202
97,2242,1988,71,89,281,4946,64.000,4.99,11.88,4.165,1.367,72.958,52.469
98,2229,1990,71,90,280,4946,65.000,4.39,11.89,4.026,1.366,72.466,52.061
84,2110,1984,71,90,282,4946,58.000,2.48,11.88,4.157,1.368,72.877,52.410
83,2073,1984,71,90,279,4946,56.000,5.19,11.89,4.406,1.367,72.983,52.163
83,2071,1986,70,87,259,4946,61.000,6.01,11.88,4.501,1.367,73.208,51.642
82,2127,1988,70,87,264,4946,70.000,3.59,11.89,4.379,1.368,72.264,51.684
76,1987,1984,71,86,261,4946,71.000,4.41,11.88,4.718,1.366,73.964,54.343
74,1884,1984,69,85,238,4946,86.000,5.24,11.89,4.638,1.367,73.194,53.541
83,2113,1984,70,88,280,4946,117.000,1.41,11.88,4.716,1.366,74.499,55.092
92,2225,1990,71,89,283,4946,112.000,3.88,11.89,4.582,1.365,73.914,54.157
99,2156,1988,71,90,280,4946,68.000,3.82,11.88,4.605,1.365,74.433,53.951
99,2137,1988,71,92,282,4946,57.000,0.99,11.89,3.436,1.346,68.621,41.002
99,2154,1990,72,90,281,4946,58.000,2.93,11.88,3.394,1.353,66.965,38.879
99,2153,1988,72,93,281,4946,59.000,3.96,11.88,3.273,1.350,67.006,39.534
99,2153,1988,72,93,281,4946,59.000,3.96,11.88,3.273,1.350,67.006,39.534
99,2155,1988,72,90,280,4946,60.000,1.91,11.88,3.529,1.349,66.563,39.326
99,2161,1988,72,91,281,4946,61.000,2.45,11.88,3.278,1.343,66.434,39.955
99,2162,1988,72,90,280,4946,62.000,3.49,11.88,3.639,1.358,67.745,41.482
99,2163,1990,72,90,281,4946,63.000,4.47,11.88,3.186,1.356,67.186,41.307
99,2164,1990,72,90,280,4946,64.000,1.09,11.88,3.552,1.362,68.803,43.431
