GPU 1 UTIL,GPU 1 SCLK,GPU 1 MCLK,GPU 1 TEMP,GPU 1 Hotspot,GPU 1 PWR,GPU VRAM 1 UTIL,FPS,CPU UTIL,RAM UTIL,CPU FREQUENCY,CPU VOLTAGE,CPU TEMPERATURE,CPU POWER
99,2212,1988,67,87,280,4017,58.000,2.19,9.99,3.889,1.371,69.041,42.783
99,2191,1990,67,87,281,4018,57.000,4.47,9.98,3.731,1.368,69.894,44.253
99,2212,1988,67,86,280,4018,57.000,4.81,9.99,4.213,1.370,70.606,45.479
99,2205,1988,67,87,282,4020,67.000,5.35,9.99,4.267,1.370,71.982,46.619
99,2237,1988,67,86,281,4021,67.000,2.47,10.01,4.294,1.369,70.944,47.391
90,2206,1990,68,88,279,4042,57.000,5.27,10.18,4.558,1.353,71.802,50.880
80,2052,1986,67,89,279,4046,58.000,5.21,10.25,4.821,1.304,74.292,56.849
78,2103,1996,68,88,278,4046,60.000,6.18,10.25,4.797,1.340,75.206,56.148
63,1775,1984,67,82,257,4204,51.000,3.62,10.34,4.709,1.359,74.138,51.257
81,2101,1992,66,85,258,4206,55.000,4.72,10.34,4.884,1.316,77.132,57.134
61,1738,1986,67,85,263,4220,55.000,3.06,10.34,4.296,1.363,73.159,50.208
86,2142,1998,67,86,268,4220,56.000,1.29,10.34,4.524,1.363,72.885,49.273
85,2111,1988,67,85,265,4136,56.000,3.34,10.33,4.420,1.366,72.225,47.941
55,1703,1980,67,86,260,4090,56.000,3.46,10.33,4.541,1.364,72.543,47.813
77,1983,1988,66,83,256,4092,53.000,0.73,10.34,4.444,1.367,72.799,48.195
70,1865,1990,64,79,212,4093,36.000,2.91,10.33,4.590,1.367,72.859,48.415
46,1588,1982,64,75,195,4094,35.000,3.58,10.34,4.346,1.372,70.012,47.713
59,1595,1994,63,77,199,4094,36.000,1.90,10.33,4.310,1.371,70.710,47.185
50,1459,1982,63,73,184,4094,37.000,1.53,10.33,4.323,1.375,69.787,47.279
53,1481,1982,63,75,190,4095,38.000,2.53,10.33,4.364,1.377,69.741,46.426
45,1475,1980,63,74,185,4095,38.000,4.02,10.33,4.269,1.376,69.200,45.380
43,1488,1996,63,73,181,4095,38.000,0.41,10.33,4.242,1.376,69.616,45.426
44,1566,1992,62,73,178,4095,38.000,3.68,10.33,4.283,1.384,69.716,46.533
43,1390,1980,62,72,173,4095,38.000,2.83,10.33,4.120,1.382,69.955,45.979
42,1458,1992,61,73,176,4095,38.000,3.26,10.33,4.042,1.384,69.170,46.199
48,1524,1982,63,74,195,4095,64.000,0.70,10.33,4.081,1.387,69.969,47.062
62,1683,1984,63,75,201,4095,64.000,4.55,10.33,4.254,1.380,70.045,46.328
63,1729,1984,64,76,202,4095,64.000,3.81,10.33,4.399,1.376,70.166,45.428
42,1305,1980,64,75,193,4095,63.000,3.04,10.33,3.979,1.385,69.559,45.940
69,1789,1988,63,77,198,4095,63.000,0.00,10.33,4.336,1.384,70.072,45.433
63,1678,1982,63,76,194,4095,62.000,3.75,10.33,4.265,1.385,69.636,45.201
37,1268,1990,63,74,185,4095,59.000,4.81,10.33,4.456,1.383,70.763,44.938
65,1760,1984,63,76,191,4095,58.000,5.56,10.33,4.442,1.382,69.993,44.864
46,1381,1982,64,75,204,4095,55.000,2.69,10.33,4.421,1.379,71.279,46.991
64,1715,1984,64,77,209,4096,54.000,5.46,10.33,4.559,1.356,72.969,51.380
48,1362,1978,64,75,199,4105,53.000,5.19,10.42,4.512,1.357,73.514,51.232
64,1751,1984,64,77,206,4105,53.000,4.77,10.42,4.614,1.350,74.396,53.150
31,1178,1986,63,77,197,4105,53.000,1.87,10.42,4.382,1.355,73.752,50.785
44,1281,1980,64,77,201,4105,54.000,5.66,10.42,4.354,1.357,73.075,51.624
52,1442,1984,64,77,207,4107,54.000,6.14,10.42,4.652,1.361,74.071,50.214
73,1845,1984,64,78,216,4107,51.000,3.62,10.42,4.663,1.362,73.280,49.390
62,1628,1982,64,79,213,4107,54.000,3.22,10.42,4.273,1.356,72.747,49.807
99,2191,1988,66,85,281,4107,96.000,4.04,10.42,4.620,1.349,73.366,51.533
98,2234,1988,67,87,280,4107,116.000,4.57,10.42,3.564,1.365,70.425,47.590
99,2223,1988,67,88,280,4107,113.000,1.07,10.42,3.444,1.373,68.783,45.738
99,2213,1988,68,86,280,4107,92.000,3.64,10.42,3.238,1.371,66.973,42.763
99,2196,1988,68,87,280,4107,86.000,4.77,10.42,3.863,1.368,70.217,48.314
99,2191,1988,68,87,280,4107,82.000,2.02,10.42,3.984,1.369,72.001,48.408
96,2212,1988,68,88,281,4107,93.000,4.22,10.42,3.731,1.368,70.659,45.700
99,2195,1988,68,88,281,4107,101.000,4.62,10.42,3.906,1.367,72.032,49.664
99,2216,1988,68,88,280,4107,101.000,3.17,10.42,3.620,1.373,70.354,47.647
99,2215,1988,68,86,280,4107,102.000,2.17,10.41,3.649,1.374,70.522,47.908
99,2212,1990,68,87,280,4107,101.000,3.36,10.42,3.792,1.372,71.203,49.848
99,2212,1988,69,88,280,4107,100.000,3.67,10.42,3.557,1.366,70.950,48.464
99,2231,1988,69,87,281,4107,99.000,3.32,10.41,3.874,1.371,70.955,48.628
99,2225,1988,68,88,281,4107,103.000,0.00,10.41,3.583,1.369,70.845,48.696
99,2233,1988,68,86,281,4107,104.000,3.22,10.42,3.753,1.366,71.562,49.348
99,2233,1988,68,86,281,4107,104.000,4.83,10.41,3.588,1.370,70.842,49.391
99,2231,1988,68,88,281,4107,101.000,1.24,10.42,3.766,1.368,71.722,49.881
99,2252,1988,68,88,280,4107,93.000,3.44,10.41,3.701,1.367,71.626,49.769
99,2236,1988,68,86,281,4107,97.000,2.49,10.39,4.121,1.365,73.882,50.992
95,2220,1988,68,87,281,4108,102.000,1.37,10.38,3.893,1.363,73.669,50.851
91,2182,1988,69,86,280,4108,104.000,3.98,10.39,4.031,1.364,74.434,51.952
96,2269,1988,68,86,282,4110,97.000,4.70,10.38,3.963,1.362,74.376,52.027
96,2269,1988,68,86,282,4110,97.000,4.70,10.38,3.963,1.362,74.376,52.027
